游戏名称,游戏URL,AppID,原价,折扣价,基本好评率,详细好评率,基本标签,详细标签,基本发布时间,详细发布日期,游戏描述,开发商,发行商
DJMAX RESPECT V - Blue Archive PACK,https://store.steampowered.com/app/3653040/DJMAX_RESPECT_V__Blue_Archive_PACK/?snr=1_7_7_7000_150_19,3653040,,,98.0,97.0,[],"['体育', '欢乐', '动作', '可爱', '休闲']",2025-04-23,2025-04-23,未知,未知,未知
Marmot Fight Club,https://store.steampowered.com/app/3418810/Marmot_Fight_Club/?snr=1_7_7_7000_150_19,3418810,300.0,180.0,100.0,100.0,[],"['独立', '3D 格斗', '动作', '多人', '可爱', '喜剧', '休闲', '玩家对战']",2025-05-26,2025-05-26,成为马尔默特岛的冠军,未知,rentaka
FUBUKI ～zero in on Holoearth～ HOLOLIVE ALTERNATIVE,https://store.steampowered.com/app/3446990/FUBUKI_zero_in_on_Holoearth_HOLOLIVE_ALTERNATIVE/?snr=1_7_7_7000_150_19,3446990,,,85.0,85.0,[],"['独立', '动漫', '动作', '2D 平台', '单人', '女性主角', '像素图形', '横向滚屏']",2025-04-12,2025-04-12,《FUBUKI ~zero in on Holoearth~》是一款高速像素动作游戏，玩家将操控主角白上吹雪，使用剑与技能进行战斗。,未知,Phoenixx Inc.
三国杀,https://store.steampowered.com/app/1180320/_/?snr=1_7_7_7000_150_19,1180320,,,10.0,,[],[],2021-12-17,,未知,未知,未知
"Papers, Please",https://store.steampowered.com/app/239030/Papers_Please/?snr=1_7_7_7000_150_19,239030,,,97.0,,[],[],2013-08-08,,未知,未知,未知
Stacklands,https://store.steampowered.com/app/1948280/Stacklands/?snr=1_7_7_7000_150_19,1948280,,,96.0,,[],[],2022-04-08,,未知,未知,未知
Resident Evil 2,https://store.steampowered.com/app/883710/Resident_Evil_2/?snr=1_7_7_7000_150_20,883710,,,97.0,,[],"['血腥', '暴力']",2019-01-24,,未知,未知,未知
《上古卷轴®OL》,https://store.steampowered.com/app/306130/OL/?snr=1_7_7_7000_150_20,306130,112.30000000000001,561.0,82.0,78.0,[],"['角色自定义', '氛围', '探索', '玩家对战环境', '大型多人在线角色扮演', '动作', '多人', '自选历险体验', '故事架构丰富', '角色扮演', '单人', '奇幻', '动作角色扮演', '魔法', '开放世界', '职业导向', '玩家对战', '冒险', '大型多人在线', '剧情丰富']",2017-05-22,2014-04-04,每段传说都有它的起点，而在《上古卷轴OL》中， 你将从头开始谱写属于自己的传说。加入数百万玩家的行列， 投身于广阔而生动的《上古卷轴》世界，体验这款在线奇幻角色扮演游戏。,未知,Bethesda Softworks
《战地风云 5》,https://store.steampowered.com/app/1238810/_5/?snr=1_7_7_7000_150_20,1238810,,,70.0,68.0,[],"['色情内容', '氛围', '二战', '大逃杀', '动作', '多人', '射击', '单人', '第一人称', '开放世界', '玩家对战', '女性主角', '破坏', '战争', '军事', '暴力', '第一人称射击', '战斗', '大型多人在线', '历史']",2020-10-22,2018-11-09,这就是终极《战地风云 5》体验。用完整的武器、载具和配备武器库以及第 1 年和第 2 年最棒的自定义内容体验人类历史上规模最大的冲突。,未知,Electronic Arts
勇闯死人谷：暗黑之日,https://store.steampowered.com/app/2239710/_/?snr=1_7_7_7000_150_20,2239710,,,86.0,89.0,[],"['永久死亡', '制作', '氛围', '管理', '潜行', '模拟', '动作', '生存恐怖', '沉浸式模拟', '僵尸', '2.5D', '横向滚屏', '恐怖', '选择取向', '心理恐怖', '后末日', '策略', '生存', '心理', '抢先体验']",2025-04-09,2025-04-09,1980年，德克萨斯州。沃尔顿市陷入了丧尸大爆发之中。玩家要带领一群绝望的幸存者从一个避难所迁往另一个避难所，通过搜刮、制作和战斗，在这场残酷无情的争斗中力求存活下来。你必须做出明智计划，团结一致，而最重要的是，如果你想活下来，就必须不断前行。,未知,Boltray Games
Fate/Samurai Remnant,https://store.steampowered.com/app/1902690/FateSamurai_Remnant/?snr=1_7_7_7000_150_20,1902690,,,90.0,79.0,[],"['血腥', '动漫', '无双', '色情内容', '视觉小说', '剧情', '动作', '风格化', '角色扮演', '单人', '华丽格斗', '奇幻', '多结局', '日系角色扮演', '动作角色扮演', '魔法', '暴力', '历史', '剧情丰富', '砍杀']",2023-09-28,2023-09-28,“───你的愿望，由我来斩断。 ”江户的圣杯战争，就此开幕。TYPE-MOON × 光荣特库摩联袂献上“Fate”完全新作动作RPG,未知,"KOEI TECMO GAMES CO., LTD."
hololive 宝藏山,https://store.steampowered.com/app/2972990/hololive/?snr=1_7_7_7000_150_20,2972990,,,97.0,96.0,[],"['独立', '动漫', '氛围', '放松', '街机', '欢乐', '彩色', '温馨惬意', '单人', '短篇', '竞分', '可爱', '休闲', '漫画', '女性主角', '3D', '物理', '平台解谜', '3D 平台', '解谜']",2024-07-31,2024-07-31,将玛琳船长的爱堆积起来！一款简单却令人热血沸腾的3D物理益智游戏！,未知,holo Indie
兽猎突袭,https://store.steampowered.com/app/2827230/_/?snr=1_7_7_7000_150_20,2827230,,,75.0,69.0,[],"['多人在线战术竞技', '冷战', '英雄射击', '动作', '多人', '第三人称射击', '射击', '第三人称', '在线合作', '动作冒险', '合作', '拟真', '玩家对战', '90 年代', '战争', '3D', '军事', '冒险', '抢先体验', '大型多人在线']",2025-04-11,2025-04-11,《兽猎突袭》是一款用虚幻5引擎打造的国产射击网游，采用动物题材，以大战场英雄技能射击为主要玩法，玩家将扮演各类动物英雄，运用武器和战术技能，与队友紧密配合，奔赴战场，赢得胜利。 这里的英雄使用自己的动物本能作为技能，战场将充满想象，丰富多彩。集合你的动物战友们，一起战斗吧。,未知,Combat Cat Studio
PAYDAY3 (收获日3),https://store.steampowered.com/app/1272080/PAYDAY3_3/?snr=1_7_7_7000_150_20,1272080,,,42.0,61.0,[],"['潜行', '玩家对战环境', '动作', '多人', '犯罪', '射击', '角色扮演', '美国', '第一人称', '战术', '在线合作', '合作', '拟真', '劫掠', '3D', '枪械改装', '清版射击', '黑色幽默', '第一人称射击', '战斗']",2023-09-21,2023-09-21,有史以来最受欢迎的合作射击游戏之一——备受瞩目的续作《PAYDAY 3》火爆归来！自本系列发布以来，PAYDAY玩家一直沉醉在精心计划然后执行劫案的快感中，这也让PAYDAY得以打造出无与伦比的高强度合作型FPS体验。,未知,Deep Silver
Rabbit and Steel,https://store.steampowered.com/app/2132850/Rabbit_and_Steel/?snr=1_7_7_7000_150_20,2132850,,,97.0,,[],[],2024-05-09,,未知,未知,未知
GGST Additional Character 10 - Johnny,https://store.steampowered.com/app/2524030/GGST_Additional_Character_10__Johnny/?snr=1_7_7_7000_150_20,2524030,,,95.0,95.0,[],"['裸露', '赌博', '动作', '色情内容', '好评原声音轨', '格斗', '心理恐怖', '工作场所不宜']",2023-08-24,2023-08-24,未知,未知,Arc System Works
明末：渊虚之羽,https://store.steampowered.com/app/2277560/_/?snr=1_7_7_7000_150_20,2277560,,,,,[],"['角色自定义', '血腥', '黑暗', '氛围', '探索', '困难', '动作', '第三人称', '角色扮演', '单人', '黑暗奇幻', '动作角色扮演', '动作冒险', '类魂系列', '开放世界', '女性主角', '战斗', '冒险', '剧情丰富', '砍杀']",2025-07-23,2025-07-23,明末：渊虚之羽是一款类魂动作角色扮演游戏，故事发生在巴蜀之地，此时正值黑暗动荡的明末，战事四起，一场神秘的疫病催生了妖怪一般的生物……,未知,505 Games
杏林物语,https://store.steampowered.com/app/1337760/_/?snr=1_7_7_7000_150_20,1337760,104.0,832.0,79.0,73.0,[],"['角色自定义', '制作', '模拟', '放松', '彩色', '钓鱼', '温馨惬意', '生活模拟', '单人', '角色扮演', '像素图形', '日系角色扮演', '动作角色扮演', '动作冒险', '可爱', '休闲', '治愈系', '2D', '冒险', '恋爱模拟']",2022-09-22,2022-09-22,梦布里的居民们需要治疗，而你是附近最好的药剂师！借助趁手的工具、调配坩埚和一位狗狗伙伴，你将需要在这款开放式的模拟RPG游戏中诊断症状、收集原料、调配药剂，以及治疗疾病。,未知,PQube
RPG Maker MV,https://store.steampowered.com/app/363890/RPG_Maker_MV/?snr=1_7_7_7000_150_20,363890,,,91.0,84.0,[],"['软件', '网络出版', '日系角色扮演', '动漫', '动作角色扮演', '2D', '大型多人在线角色扮演', '多人', '教育', 'RPG 制作大师', '设计与插画', '角色扮演', '游戏开发', '单人', '像素图形', '沙盒', '游戏制作']",2015-12-16,2015-10-23,功能强大，开发者的福音！简便易用，孩童亦可上手！通用性强，各平台皆能兼容！[/b]RPG MAKER MV可以让你制作梦想中的RPG！最新版本已包含大量全新功能，并可导出至MacOSX，Android以及iPhone！,未知,Gotcha Gotcha Games
女神异闻录３ Reload：扩展通行证,https://store.steampowered.com/app/2689210/3_Reload/?snr=1_7_7_7000_150_20,2689210,,,30.0,,[],[],2024-03-11,,未知,未知,未知
魔女的夜宴,https://store.steampowered.com/app/2458530/_/?snr=1_7_7_7000_150_20,2458530,349.75,227.3,98.0,98.0,[],"['动漫', '色情内容', '动漫色情', '视觉小说', '剧情', '单人', '卡通风格', '多结局', '2D 平台', '可爱', '休闲', '心理恐怖', '互动小说', '工作场所不宜', '裸露', '第一人称射击', '冒险', '剧情丰富', '成人', '恋爱模拟']",2023-07-21,2023-07-21,《魔女的夜宴》是日本超人气美少女游戏品牌YUZUSOFT（柚子社）的经典名作。女主角绫地宁宁由当红声优桐谷华配音，是该社历代作品中最具代表性的女主角之一。国际中文版拥有超越原版的1920X1080的高清画质。本作也曾在美少女游戏大赏和萌系游戏大赏中斩获众多奖项。,未知,HIKARI FIELD
Gang Beasts,https://store.steampowered.com/app/285900/Gang_Beasts/?snr=1_7_7_7000_150_20,285900,110.0,880.0,85.0,92.0,[],"['独立', '喜剧', '社交聚会', '欢乐', '彩色', '多人', '第三人称', '本地多人', '单人', '网络梗', '社交聚会游戏', '3D 格斗', '合作', '孩童', '休闲', '4 人本地', '清版动作', '格斗', '物理', '原声音轨']",2017-12-12,2017-12-12,《萌萌小人大乱斗》是一款蠢萌的多人组队游戏，背景设定在牛肉城的穷街陋巷中，各色各样的橡胶小人在荒诞而危险的场景中横冲直撞，大打出手。,未知,Boneloaf
Devil May Cry 5,https://store.steampowered.com/app/601150/Devil_May_Cry_5/?snr=1_7_7_7000_150_20,601150,,,96.0,,[],[],2019-03-07,,未知,未知,未知
UNDERWARD: 运送实验怪物的人,https://store.steampowered.com/app/3025290/UNDERWARD/?snr=1_7_7_7000_150_20,3025290,890.0,623.0,71.0,61.0,[],"['永久死亡', '未来', '惊悚', '现代', '外星人', '恶魔', '潜行', '探索', '欢乐', '动作', '多人', '生存恐怖', '僵尸', '第一人称', '刷宝', '恐怖', '在线合作', '动作冒险', '程序生成', '冒险']",2025-02-04,2025-02-04,UNDERWARD是一款1-4人合作恐怖探索游戏。调查员们必须从死亡潜伏的地下废弃医院中搬运实验怪物。,未知,INTENSE
王国：两位君主,https://store.steampowered.com/app/701160/_/?snr=1_7_7_7000_150_20,701160,115.0,575.0,90.0,,[],[],2018-12-11,,未知,未知,未知
FINAL FANTASY XV WINDOWS EDITION,https://store.steampowered.com/app/637650/FINAL_FANTASY_XV_WINDOWS_EDITION/?snr=1_7_7_7000_150_20,637650,,,83.0,,[],"['暴力', '裸露']",2018-03-06,,未知,未知,未知
Vampire Survivors: Ode to Castlevania,https://store.steampowered.com/app/3210350/Vampire_Survivors_Ode_to_Castlevania/?snr=1_7_7_7000_150_20,3210350,400.0,340.0,97.0,100.0,[],"['独立', '动作类 Rogue', '街机', '动作', '80 年代', '吸血鬼', '单人', '角色扮演', '像素图形', '本地合作', '类 Rogue', '竞分', '控制器', '动作角色扮演', '复古', '黑暗奇幻', '休闲', '弹幕射击', '轻度 Rogue', '2D']",2024-10-31,2024-10-31,未知,未知,poncle
翼星求生 ICARUS,https://store.steampowered.com/app/1149460/_ICARUS/?snr=1_7_7_7000_150_20,1149460,,,73.0,81.0,[],"['制作', '科学', '探索', '玩家对战环境', '基地建设', '多人', '第三人称', '第一人称', '建造', '在线合作', '采矿', '合作', '开放世界', '拟真', '太空', '自然', '沙盒', '开放世界生存制作', '生存', '冒险']",2021-12-03,2021-12-03,《翼星求生ICARUS》是一款PvE生存游戏，可支持多达八名玩家。在地表改造失事的星球上体验蛮荒的外星荒野。在开放世界中顽强求生，执行限时任务，或建立您自己的前哨。您将在探索、收获、制作和狩猎的同时寻找奇异物质，寻求财富。,未知,RocketWerkz
Barotrauma 潜渊症,https://store.steampowered.com/app/602960/Barotrauma/?snr=1_7_7_7000_150_20,602960,240.0,120.0,94.0,94.0,[],"['血腥', '潜水艇', '管理', '模拟', '动作', '多人', '生存恐怖', '单人', '恐怖', '合作', '科幻', '暴力', '水底', '2D', '策略', '可模组化', '生存', '抢先体验', '困难', '海军']",2023-03-13,2023-03-13,Barotrauma是一款2D合作类潜艇模拟游戏，故事发生在太空中，带有生存恐怖和角色扮演元素。驾驶潜艇，发号施令，完成任务，对战怪物，修复漏洞，操作机器，武装待命以及制作物品；同时保持警惕：Barotrauma中的危险不会自行暴露！,未知,Daedalic Entertainment
SORRY SURVIVOR,https://store.steampowered.com/app/3405490/SORRY_SURVIVOR/?snr=1_7_7_7000_150_20,3405490,,,88.0,88.0,[],"['独立', '控制器', '2D', '2D 平台', '动作', '视觉小说', '俯视', '喜剧', '漫画', '爱情', '冒险', '单人', '像素图形', '剧情丰富', '恋爱模拟']",2025-05-16,2025-05-16,《对不起，生还者》是一款类《Vampire Survivors》的2D顶视角动作游戏！ 某天突然变得超受欢迎的主角， 面对接连不断前来告白的女孩们， 果断拒绝、再拒绝、拼命拒绝！ 目标只有一个——赢得心中真正的女主角！ 这是一场简单明快的“后宫拒绝型”爽快动作体验！,未知,TakenokoGames
THE FINALS,https://store.steampowered.com/app/2073850/THE_FINALS/?snr=1_7_7_7000_150_21,2073850,,,77.0,,[],[],2023-12-07,,未知,未知,未知
Your Chronicle,https://store.steampowered.com/app/1546320/Your_Chronicle/?snr=1_7_7_7000_150_21,1546320,,,80.0,,[],[],2021-04-04,,未知,未知,未知
人中之龙８,https://store.steampowered.com/app/2072450/8/?snr=1_7_7_7000_150_21,2072450,,,91.0,89.0,[],"['血腥', '色情内容', '喜剧', '好评原声音轨', '情感', '欢乐', '彩色', '动作', '单人', '角色扮演', '武术', '日系角色扮演', '回合制战斗', '动作角色扮演', '动作冒险', '清版动作', '回合制', '暴力', '冒险', '剧情丰富']",2024-01-25,2024-01-25,从“人生低谷”东山再起的男人——春日一番，以及面临“人生最后”之战的男人——桐生一马。 由两位主角演绎的超大作RPG，系列至高的感人故事 。 战斗进化为更具策略性的“动态指令RPG战斗”。 故事的舞台发生在异国他乡的“夏威夷”，为系列首度。 玩转各色夏威夷独特的娱乐场所吧！,未知,SEGA
秋末求生 | Survive the Fall,https://store.steampowered.com/app/1579340/__Survive_the_Fall/?snr=1_7_7_7000_150_21,1579340,189.95000000000002,151.95000000000002,69.0,,[],[],2025-05-22,,未知,未知,未知
Blade and Sorcery,https://store.steampowered.com/app/629730/Blade_and_Sorcery/?snr=1_7_7_7000_150_21,629730,,,96.0,,[],[],2024-06-17,,未知,未知,未知
